iter	Logloss
344	0.001384879708
345	0.001375324965
346	0.001375315666
347	0.001375302553
348	0.001365063667
349	0.001365049005
350	0.001357122183
351	0.001357130051
352	0.00135710001
353	0.001357091784
354	0.001357079625
355	0.001349063396
356	0.001349056005
357	0.001341691017
358	0.001341680765
359	0.001341700315
360	0.001341700315
361	0.001341700315
362	0.001341682553
363	0.001335893989
364	0.001335903287
365	0.001335905194
366	0.00133588922
367	0.001329158425
368	0.001329144716
369	0.001329144716
370	0.001329118252
371	0.001329122305
372	0.001329109073
373	0.001322828412
374	0.001322814941
375	0.001322820663
376	0.001320348978
377	0.001320348978
378	0.001320326209
379	0.001312833309
380	0.001306134343
381	0.001306114674
382	0.001299302697
383	0.001299296379
384	0.001299291849
385	0.0012929672
386	0.0012929672
387	0.001292981744
388	0.001292978883
389	0.001292981863
390	0.001292956948
391	0.001292934895
392	0.001292939663
393	0.00129292345
394	0.001292918682
395	0.001292920351
396	0.001292899609
397	0.001284987092
398	0.001284994841
399	0.001278321266
400	0.001278327703
401	0.001278314352
402	0.00127830863
403	0.001278315306
404	0.001278314352
405	0.001278290272
406	0.001271049976
407	0.001271049976
408	0.001271021843
409	0.001271021843
410	0.001271039248
411	0.001271028042
412	0.001271028042
413	0.00127101469
414	0.001271026134
415	0.001271011233
416	0.001271006703
417	0.001263707042
418	0.001263707042
419	0.001263676167
420	0.001263697505
421	0.001263678312
422	0.001263687611
423	0.001263676405
424	0.001263666391
425	0.001263666391
426	0.001263666391
427	0.001263688445
428	0.001263675332
429	0.001263675332
430	0.00126366806
431	0.001263658524
432	0.00126366508
433	0.001263657808
434	0.00126364994
435	0.001263645172
436	0.001263652682
437	0.001263641357
438	0.001263640046
439	0.001263641
440	0.001263641
441	0.001263641
442	0.001263636112
443	0.001263645649
444	0.001256569028
445	0.001256554127
446	0.001256544232
447	0.001256542683
448	0.001256517529
449	0.001256505013
450	0.001256510973
451	0.001256510973
452	0.001256515265
453	0.001256498575
454	0.00125649333
455	0.001256483674
456	0.001256485343
457	0.001248276949
458	0.001248252153
459	0.0012482481
460	0.001248249173
461	0.001248249531
462	0.001248244286
463	0.001248244286
464	0.001248244286
465	0.001248240471
466	0.001248221397
467	0.001248231649
468	0.001248200893
469	0.001248221636
470	0.00124820137
471	0.00124820137
472	0.001248183012
473	0.001248183012
474	0.001248183012
475	0.001248173237
476	0.001248193264
477	0.001248167753
478	0.001248167515
479	0.001248167515
480	0.001248171806
481	0.001248166323
482	0.001248165131
483	0.001248150826
484	0.001248150826
485	0.001248163462
486	0.001248151302
487	0.001248151302
488	0.00124815011
489	0.001248131752
490	0.001248124599
491	0.001248133421
492	0.001248117208
493	0.00124811852
494	0.001248113275
495	0.001248113275
496	0.00124811244
497	0.001248099804
498	0.001248085499
499	0.001248085499
500	0.001248092771
501	0.001248083591
502	0.001248092532
503	0.001248073578
504	0.001248082638
505	0.001248082638
506	0.001248082638
507	0.001248069525
508	0.001248069525
509	0.001248044968
510	0.0012480551
511	0.001248059511
512	0.001248058677
513	0.001238469124
514	0.001238459587
515	0.001238463402
516	0.001238447189
517	0.001238447189
518	0.00123845911
519	0.001238452435
520	0.001238461971
521	0.001238445044
522	0.001238421679
523	0.001238421679
524	0.001238421679
525	0.001238437533
526	0.001238442659
527	0.001238420367
528	0.001238429546
529	0.001238425732
530	0.001238425732
531	0.00123842144
532	0.001238409281
533	0.001238398671
534	0.001238398671
535	0.001238413334
536	0.001238390207
537	0.001238390207
538	0.001238390207
539	0.001238395214
540	0.001238395214
541	0.001238392472
542	0.001238372445
543	0.001238374352
544	0.001238376141
545	0.001238374472
546	0.001238351583
547	0.001238351583
548	0.001238350153
549	0.001238346338
550	0.001238346338
551	0.001238349915
552	0.001238343
553	0.001238343
554	0.001238340139
555	0.001238340139
556	0.001238342285
557	0.001238336682
558	0.001238315463
559	0.00123197794
560	0.001231980562
561	0.001231980562
562	0.001231980562
563	0.001231968403
564	0.00123197341
565	0.001231966019
566	0.00123196888
567	0.001231958151
568	0.001231958151
569	0.001231958151
570	0.001231958151
571	0.001231958866
572	0.001231939316
573	0.00123195231
574	0.00123195231
575	0.00123195231
576	0.001231937051
577	0.001231924534
578	0.001231924534
579	0.00123192513
580	0.001231942415
581	0.001231933832
582	0.001231931925
583	0.001231913924
584	0.001231913924
585	0.001231913924
586	0.001231908917
587	0.001231913567
588	0.001231922507
589	0.001231922507
590	0.001231881976
591	0.001231898785
592	0.001231887341
593	0.001231897116
594	0.001231888771
595	0.001231869221
596	0.001231884956
597	0.001231858969
598	0.001231845021
599	0.001231855631
600	0.001231848359
601	0.001231848359
602	0.001231855989
603	0.001231855989
604	0.001231855989
605	0.001231857181
606	0.001231862545
607	0.001231844425
608	0.001231844425
609	0.001231823444
610	0.001231826544
611	0.001231829643
612	0.001231829643
613	0.001231819272
614	0.001231826305
615	0.001231826186
616	0.00123182559
617	0.001231825352
618	0.001231811762
619	0.001231826067
620	0.001231811047
621	0.001231805921
622	0.001231808424
623	0.001231805801
624	0.001231801271
625	0.001231786728
626	0.00123179245
627	0.001231794834
628	0.001231775761
629	0.001231769323
630	0.001231764197
631	0.001231779814
632	0.001231751442
633	0.001231755376
634	0.00123175776
635	0.001231740117
636	0.001231752157
637	0.001223936439
638	0.001223936439
639	0.001223952055
640	0.001223952055
641	0.001223952055
642	0.001223943949
643	0.001223943949
644	0.001223937035
645	0.001223927736
646	0.001223908663
647	0.00122391367
648	0.00122391057
649	0.00122391057
650	0.001223899841
651	0.001223892927
652	0.001223895073
653	0.001223880053
654	0.001223884225
655	0.001223866582
656	0.001223852158
657	0.001223853827
658	0.001223853827
659	0.001223855019
660	0.001223834276
661	0.001223834276
662	0.001223820686
663	0.001223821163
664	0.001223821163
665	0.001223821163
666	0.001223819375
667	0.001223819494
668	0.001223813534
669	0.001223810911
670	0.001223810911
671	0.001223786831
672	0.001223802567
673	0.00122377944
674	0.001223786354
675	0.001223788023
676	0.001223766685
677	0.001223760486
678	0.001223758578
679	0.001223756075
680	0.001223756075
681	0.001223744631
682	0.001223739862
683	0.001223745227
684	0.00122372508
685	0.001223713398
686	0.001223721266
687	0.001223690748
688	0.001223702788
689	0.001223682046
690	0.001223687172
691	0.001223687172
692	0.001223671675
693	0.001223673224
694	0.001223659992
695	0.001223674536
696	0.001223668575
697	0.001223668575
698	0.001223652363
699	0.001223642588
700	0.001223642111
701	0.001223626614
702	0.001223619938
703	0.001223619223
704	0.001223619461
705	0.001223623753
706	0.001223621011
707	0.001223621011
708	0.001223620415
709	0.001223592043
710	0.001223594785
711	0.001223579288
712	0.001223576665
713	0.001223589659
714	0.00122358048
715	0.001223590493
716	0.001223560572
717	0.001223561764
718	0.001223568678
719	0.001223560572
720	0.001223535776
721	0.001223532319
722	0.001223542809
723	0.001223529935
724	0.00122351265
725	0.001223509789
726	0.001223499298
727	0.001223506927
728	0.001223510146
729	0.001223485947
730	0.001223502994
731	0.001223494291
732	0.001223484397
733	0.001223490238
734	0.001223493099
735	0.001223489642
736	0.00122347641
737	0.001223470926
738	0.00122346139
739	0.00122343576
740	0.001223426461
741	0.001223399997
742	0.00122341764
743	0.001223405957
744	0.001223378181
745	0.001223378301
746	0.001223337412
747	0.00122333622
748	0.001223300338
749	0.001223279119
750	0.0012232728
751	0.001223257542
752	0.001223227143
753	0.001223225951
754	0.001223212719
755	0.001223196864
756	0.001223207593
757	0.001223190546
758	0.001223169088
759	0.001223175287
760	0.001223144174
761	0.00122314322
762	0.0012231251
763	0.001223127842
764	0.001223101497
765	0.001223087311
766	0.001223080635
767	0.001223065734
768	0.001223043203
769	0.001223039985
770	0.001223036885
771	0.001223000526
772	0.0012229985
773	0.001223016977
774	0.001222992301
775	0.001223003268
776	0.001222994566
777	0.001223001957
778	0.001222985387
779	0.001222986221
780	0.001222974062
781	0.001222964764
782	0.001222970486
783	0.001222960234
784	0.001222953677
785	0.001222968459
786	0.001222948074
787	0.00122293663
788	0.001222925186
789	0.001222917795
790	0.001222919226
791	0.001222895861
792	0.001222909331
793	0.001222918987
794	0.001222898722
795	0.001222908735
796	0.001222894549
797	0.001222880125
798	0.001222892761
799	0.001222860694
800	0.001222877741
801	0.001222875118
802	0.001222868681
803	0.001222859621
804	0.00122285378
805	0.001222848177
806	0.001222821951
807	0.001222806573
808	0.00122279942
809	0.001222793102
810	0.001222788572
811	0.001222768426
812	0.001222767353
813	0.001222743988
814	0.001222722769
815	0.001222734928
816	0.001222725868
817	0.001222727895
818	0.001222711802
819	0.001222705603
820	0.001222708225
821	0.001222697258
822	0.001222690582
823	0.001222691774
824	0.001222670674
825	0.001222656965
826	0.0012226547
827	0.001222657919
828	0.00122264421
829	0.001222623587
830	0.001222623587
831	0.001222623587
832	0.001222624302
833	0.001222627282
834	0.001222619414
835	0.001222619414
836	0.001222612262
837	0.001222619057
838	0.001222612858
839	0.001222587824
840	0.001222596288
841	0.001222596288
842	0.001222576857
843	0.001222604275
844	0.001222587824
845	0.001222587824
846	0.001222596169
847	0.001222558141
848	0.001222558141
849	0.00122256279
850	0.001222570896
851	0.001222566485
852	0.001222546101
853	0.001222546816
854	0.00122253108
855	0.001222509265
856	0.00122250104
857	0.001222498536
858	0.001222474813
859	0.001222467661
860	0.001222430587
861	0.001222432137
862	0.001222417951
863	0.001222417951
864	0.001222405195
865	0.001222392559
866	0.001222363949
867	0.001222355127
868	0.001222340345
869	0.001222344279
870	0.001222332358
871	0.001222326517
872	0.001222314358
873	0.001222314715
874	0.001222298265
875	0.001222285986
876	0.001222279072
877	0.001222267985
878	0.001222282648
879	0.001222273946
880	0.001222269773
881	0.001222248554
882	0.00122224772
883	0.001222238541
884	0.00122222805
885	0.001222234249
886	0.00122221446
887	0.001222207785
888	0.001222199917
889	0.0012221874
890	0.001222177982
891	0.001222179532
892	0.001222166061
893	0.001222143173
894	0.001222164392
895	0.00122214067
896	0.001222129822
897	0.001222131252
898	0.001222135663
899	0.00122211957
900	0.001222114682
901	0.001222095728
902	0.001222092628
903	0.001222078562
904	0.001222071767
905	0.001222074032
906	0.001222057462
907	0.001222055912
908	0.00122205615
909	0.001222035527
910	0.001222024441
911	0.001222016454
912	0.001221997499
913	0.001222007036
914	0.001222004414
915	0.001221985102
916	0.001221986651
917	0.001221989155
918	0.001221966505
919	0.00122196877
920	0.001221946239
921	0.001221945405
922	0.00122192955
923	0.001221936941
924	0.001221925974
925	0.001221899986
926	0.001221904397
927	0.001221901894
928	0.001221897364
929	0.001221884847
930	0.00122186172
931	0.001221861124
932	0.001221847177
933	0.001221850038
934	0.001221845388
935	0.001221833467
936	0.001221831918
937	0.001221829176
938	0.001221822739
939	0.001221795321
940	0.001221809626
941	0.001221789598
942	0.001221790314
943	0.00122178638
944	0.001221777558
945	0.001221771717
946	0.001221768022
947	0.00122175312
948	0.001221747041
949	0.001221735477
950	0.001221732497
951	0.001221719503
952	0.001221727729
953	0.001221702456
954	0.001221695662
955	0.001221703529
956	0.001221689224
957	0.00122167623
958	0.001221662998
959	0.001221667647
960	0.001221654892
961	0.001221641779
962	0.001221641779
963	0.00122163558
964	0.001221623421
965	0.001221607924
966	0.001221601725
967	0.001221603155
968	0.001221601963
969	0.001221589565
970	0.001221579075
971	0.001221582413
972	0.001221558809
973	0.001221562147
974	0.001221550703
975	0.001221546054
976	0.001221529365
977	0.001221534729
978	0.001221524358
979	0.001221511841
980	0.001221504688
981	0.001221494436
982	0.001221486807
983	0.001221497655
984	0.001221461892
985	0.001221458673
986	0.001221450329
987	0.001221456528
988	0.001221451044
989	0.001221434355
990	0.001221425772
991	0.001221413612
992	0.001221406698
993	0.001221397996
994	0.00122140193
995	0.001221392155
996	0.00122137785
997	0.001221377134
998	0.001221374869
999	0.001221353769
